Hostname,RunList
statmonmad0501.softlayer.local,"role[is_statmon_php]"
statmonmad0502.softlayer.local,"role[is_statmon_php]"
statmonmon0101.softlayer.local,"role[is_statmon_php]"
statmonmon0102.softlayer.local,"role[is_statmon_php]"
statmonosa2101.softlayer.local,"role[is_statmon_php]"
statmonosa2102.softlayer.local,"role[is_statmon_php]"
statmonosa2201.softlayer.local,"role[is_statmon_php]"
statmonosa2202.softlayer.local,"role[is_statmon_php]"
statmonosa2301.softlayer.local,"role[is_statmon_php]"
statmonosa2302.softlayer.local,"role[is_statmon_php]"
statmonpar0101.softlayer.local,"role[is_statmon_php_bnpp]"
statmonpar0102.softlayer.local,"role[is_statmon_php_bnpp]"
statmonpar0401.softlayer.local,"role[is_statmon_php_bnpp]"
statmonpar0402.softlayer.local,"role[is_statmon_php_bnpp]"
statmonpar0501.softlayer.local,"role[is_statmon_php_bnpp]"
statmonpar0502.softlayer.local,"role[is_statmon_php_bnpp]"
statmonpar0601.softlayer.local,"role[is_statmon_php_bnpp]"
statmonpar0602.softlayer.local,"role[is_statmon_php_bnpp]"
statmonsao0101.softlayer.local,"role[is_statmon_php]"
statmonsao0102.softlayer.local,"role[is_statmon_php]"
statmonsao0401.softlayer.local,"role[is_statmon_php]"
statmonsao0402.softlayer.local,"role[is_statmon_php]"
statmonsao0501.softlayer.local,"role[is_statmon_php]"
statmonsao0502.softlayer.local,"role[is_statmon_php]"
statmonsjc0301.softlayer.local,"role[is_statmon_php]"
statmonsjc0302.softlayer.local,"role[is_statmon_php]"
statmonsjc0401.softlayer.local,"role[is_statmon_php]"
statmonsjc0402.softlayer.local,"role[is_statmon_php]"
statmonsng0101.softlayer.local,"role[is_statmon_php]"
statmonsng0102.softlayer.local,"role[is_statmon_php]"
statmonsyd0101.softlayer.local,"role[is_statmon_php]"
statmonsyd0102.softlayer.local,"role[is_statmon_php]"
statmonsyd0401.softlayer.local,"role[is_statmon_php]"
statmonsyd0402.softlayer.local,"role[is_statmon_php]"
statmonsyd0501.softlayer.local,"role[is_statmon_php]"
statmonsyd0502.softlayer.local,"role[is_statmon_php]"
statmontok0201.softlayer.local,"role[is_statmon_php]"
statmontok0202.softlayer.local,"role[is_statmon_php]"
statmontok0401.softlayer.local,"role[is_statmon_php]"
statmontok0402.softlayer.local,"role[is_statmon_php]"
statmontok0501.softlayer.local,"role[is_statmon_php]"
statmontok0502.softlayer.local,"role[is_statmon_php]"
statmontor0101.softlayer.local,"role[is_statmon_php]"
statmontor0102.softlayer.local,"role[is_statmon_php]"
statmontor0401.softlayer.local,"role[is_statmon_php]"
statmontor0402.softlayer.local,"role[is_statmon_php]"
statmontor0501.softlayer.local,"role[is_statmon_php]"
statmontor0502.softlayer.local,"role[is_statmon_php]"
statmonwdc0401.softlayer.local,"role[is_statmon_php]"
statmonwdc0402.softlayer.local,"role[is_statmon_php]"
statmonwdc0601.softlayer.local,"role[is_statmon_php]"
statmonwdc0602.softlayer.local,"role[is_statmon_php]"
statmonwdc0701.softlayer.local,"role[is_statmon_php]"
statmonwdc0702.softlayer.local,"role[is_statmon_php]"
statsinfluxdbdal1002.softlayer.local,"role[fabric_statsinfluxdb]"
stormanageams0301.softlayer.local,"role[stormanage]"
stormanageche0101.softlayer.local,"role[stormanage]"
stormanagedal0901.softlayer.local,"role[stormanage]"
stormanagedal1001.softlayer.local,"role[stormanage]"
stormanagedal1301.softlayer.local,"role[stormanage]"
stormanagedal1401.softlayer.local,"role[stormanage]"
stormanagefra0201.softlayer.local,"role[stormanage]"
stormanagefra0401.softlayer.local,"role[stormanage]"
stormanagefra0501.softlayer.local,"role[stormanage]"
stormanagelon0401.softlayer.local,"role[stormanage]"
stormanagelon0601.softlayer.local,"role[stormanage]"
stormanagemad0201.softlayer.local,"role[stormanage]"
stormanagemad0401.softlayer.local,"role[stormanage]"
stormanagemad0501.softlayer.local,"role[stormanage]"
stormanageosa2101.softlayer.local,"role[stormanage]"
stormanageosa2201.softlayer.local,"role[stormanage]"
stormanagepar0401.softlayer.local,"role[stormanage]"
stormanagepar0501.softlayer.local,"role[stormanage]"
stormanagepar0601.softlayer.local,"role[stormanage]"
stormanagesao0101.softlayer.local,"role[stormanage]"
stormanagesao0401.softlayer.local,"role[stormanage]"
stormanagesyd0101.softlayer.local,"role[stormanage]"
stormanagesyd0501.softlayer.local,"role[stormanage]"
stormanagetok0201.softlayer.local,"role[stormanage]"
stormanagetok0501.softlayer.local,"role[stormanage]"
stormanagetor0101.softlayer.local,"role[stormanage]"
stormanagetor0401.softlayer.local,"role[stormanage]"
stormanagetor0501.softlayer.local,"role[stormanage]"
stormanagewdc0401.softlayer.local,"role[stormanage]"
stormanagewdc0601.softlayer.local,"role[stormanage]"
storshelladminams0301.softlayer.local,"role[storshell_eu_szr_pag], role[stigs_feature_gates]"
storshelladmindal1001.softlayer.local,"role[storshell_pag]"
storshelladmindal1002.softlayer.local,"role[storshell_pag]"
storshelladmindal1301.softlayer.local,"role[storshell_pag]"
storshelladmindal1302.softlayer.local,"role[storshell_pag]"
storshelladminfra0201.softlayer.local,"role[is_shellstore_eu_pag]"
storshelladminfra0401.softlayer.local,"role[storshell_eu_pag]"
storshelladminfra0501.softlayer.local,"role[storshell_eu_pag]"
storshelladminlon0401.softlayer.local,"role[storshell_pag]"
storshelladminlon0601.softlayer.local,"role[storshell_pag]"
storshelladminosa2101.softlayer.local,"role[storshell_pag]"
storshelladminosa2201.softlayer.local,"role[storshell_pag]"
storshelladminpar0401.softlayer.local,"role[is_shellstore_bnpp_pag]"
storshelladminpar0601.softlayer.local,"role[is_shellstore_bnpp_pag]"
storshelladminsao0101.softlayer.local,"role[storshell_pag]"
storshelladminsao0401.softlayer.local,"role[storshell_pag]"
storshelladminsyd0101.softlayer.local,"role[storshell_pag]"
storshelladminsyd0501.softlayer.local,"role[storshell_pag]"
storshelladmintok0201.softlayer.local,"role[storshell_pag]"
storshelladmintok0501.softlayer.local,"role[storshell_pag]"
storshelladmintor0101.softlayer.local,"role[storshell_pag]"
storshelladmintor0401.softlayer.local,"role[storshell_pag]"
storshelladmintor0501.softlayer.local,"role[storshell_pag]"
storshelladminwdc0401.softlayer.local,"role[storshell_pag]"
storshelladminwdc0402.softlayer.local,"role[storshell_pag]"
storshelladminwdc0601.softlayer.local,"role[storshell_pag]"
storshelladminwdc0602.softlayer.local,"role[storshell_pag]"
storshellams0301.softlayer.local,"role[storshell_eu_szr_pag]"
storshellche0101.softlayer.local,"role[storshell_szr_pag]"
storshelldal0901.softlayer.local,"role[storshell_szr_pag], role[fbopsauto_sudo]"
storshelldal1001.softlayer.local,"role[storshell_pag]"
storshelldal1301.softlayer.local,"role[storshell_pag]"
storshelldal1401.softlayer.local,"role[storshell_pag]"
storshellfra0201.softlayer.local,"role[storshell_eu_pag]"
storshellfra0401.softlayer.local,"role[storshell_eu_pag]"
storshellfra0501.softlayer.local,"role[storshell_eu_pag]"
storshelllon0401.softlayer.local,"role[storshell_pag]"
storshelllon0601.softlayer.local,"role[storshell_pag]"
storshellmad0201.softlayer.local,"role[storshell_eu_pag]"
storshellmad0401.softlayer.local,"role[storshell_eu_pag]"
storshellmad0501.softlayer.local,"role[storshell_eu_pag]"
storshellosa2101.softlayer.local,"role[storshell_pag]"
storshellosa2201.softlayer.local,"role[storshell_pag]"
storshellpar0401.softlayer.local,"role[storshell_bnpp_pag]"
storshellpar0501.softlayer.local,"role[storshell_bnpp_pag]"
storshellpar0601.softlayer.local,"role[storshell_bnpp_pag]"
storshellsao0101.softlayer.local,"role[storshell_pag]"
storshellsao0401.softlayer.local,"role[storshell_pag]"
storshellsyd0101.softlayer.local,"role[storshell_pag]"
storshellsyd0501.softlayer.local,"role[storshell_pag]"
storshelltok0201.softlayer.local,"role[storshell_pag]"
storshelltok0501.softlayer.local,"role[storshell_pag]"
storshelltor0101.softlayer.local,"role[storshell_pag]"
storshelltor0401.softlayer.local,"role[storshell_pag]"
storshelltor0501.softlayer.local,"role[storshell_pag]"
storshellwdc0401.softlayer.local,"role[storshell_pag]"
storshellwdc0601.softlayer.local,"role[storshell_pag]"
syslogams0301.softlayer.local,"role[is_syslog]"
syslogche0101-new.softlayer.local,"role[is_syslog_rhel9]"
syslogche0101.softlayer.local,"role[is_syslog]"
syslogdal0901.softlayer.local,"role[is_syslog]"
syslogdal1001.softlayer.local,"role[is_syslog]"
syslogdal1201.softlayer.local,"role[is_syslog]"
syslogdal1301.softlayer.local,"role[is_syslog]"
syslogdal1401.softlayer.local,"role[is_syslog]"
syslogfra0201.softlayer.local,"role[is_syslog]"
syslogfra0401.softlayer.local,"role[is_syslog]"
syslogfra0501.softlayer.local,"role[is_syslog]"
sysloglon0201.softlayer.local,"role[is_syslog]"
sysloglon0401.softlayer.local,"role[is_syslog]"
sysloglon0501.softlayer.local,"role[is_syslog]"
sysloglon0601.softlayer.local,"role[is_syslog]"
syslogmad0201.softlayer.local,"role[is_syslog]"
syslogmad0401.softlayer.local,"role[is_syslog]"
syslogmad0501.softlayer.local,"role[is_syslog]"
syslogmon0101.softlayer.local,"role[is_syslog]"
syslogosa2101.softlayer.local,"role[is_syslog]"
syslogosa2201.softlayer.local,"role[is_syslog]"
syslogosa2301.softlayer.local,"role[is_syslog]"
syslogpar0101.softlayer.local,"role[is_syslog_bnpp]"
syslogpar0401.softlayer.local,"role[is_syslog_bnpp]"
syslogpar0501.softlayer.local,"role[is_syslog_bnpp]"
syslogpar0601.softlayer.local,"role[is_syslog_bnpp]"
syslogsao0101.softlayer.local,"role[is_syslog]"
syslogsao0401.softlayer.local,"role[is_syslog]"
syslogsao0501.softlayer.local,"role[is_syslog]"
syslogsjc0301.softlayer.local,"role[is_syslog]"
syslogsjc0401.softlayer.local,"role[is_syslog]"
syslogsng0101.softlayer.local,"role[is_syslog]"
syslogsyd0101.softlayer.local,"role[is_syslog]"
syslogsyd0401.softlayer.local,"role[is_syslog]"
syslogsyd0501.softlayer.local,"role[is_syslog]"
syslogsyd0501b.softlayer.local,"role[is_syslog_rhel9]"
syslogtok0201.softlayer.local,"role[is_syslog]"
syslogtok0401.softlayer.local,"role[is_syslog]"
syslogtok0501.softlayer.local,"role[is_syslog]"
syslogtor0101.softlayer.local,"role[is_syslog]"
syslogtor0401.softlayer.local,"role[is_syslog]"
syslogtor0501.softlayer.local,"role[is_syslog]"
syslogwdc0401.softlayer.local,"role[is_syslog]"
syslogwdc0601.softlayer.local,"role[is_syslog]"
syslogwdc0701.softlayer.local,"role[is_syslog]"
tempshelldal09.softlayer.local,"role[storshell_pag]"
tempshelldal0901.softlayer.local,"role[storshell]"
thruk.softlayer.local,"role[is_thruk]"
thrukdal0901.softlayer.local,"role[fabric_fleet_base], recipe[cutieca::client]"
thrukdev.softlayer.local,"role[is_thruk]"
timedal1001.softlayer.local,"role[regional_time_server]"
timefra0201.softlayer.local,"role[regional_time_server]"
timefra0401.softlayer.local,"role[regional_time_server]"
timepar0401.softlayer.local,"role[regional_time_server_bnpp]"
timepar0501.softlayer.local,"role[regional_time_server_bnpp]"
timepar0601.softlayer.local,"role[regional_time_server_bnpp]"
timetok0401.softlayer.local,"role[regional_time_server]"
timetok0501.softlayer.local,"role[regional_time_server]"
timewdc0601.softlayer.local,"role[regional_time_server]"
timewdc0701.softlayer.local,"role[regional_time_server]"
unixcadal1001.softlayer.local,"role[is_certificate_authority]"
utilitydal1001.idensvcs.softlayer.local,"role[bhvs_sudo]"
utilitymasterdal1001.softlayer.local,"role[netadmins_sudo], role[neteng_sys_base]"
virtmanagedal0902.softlayer.local,"role[virtmanage_fscloud_szr_pag]"
virtmanagedal1201.softlayer.local,"role[virtmanage_fscloud_pag]"
virtmanagedal1301.softlayer.local,"role[compute_base], role[virtmanage_fscloud_pag]"
virtmanagefra0202.softlayer.local,"role[virtmanage_fscloud_eu_pag]"
virtmanagefra0501.softlayer.local,"role[virtmanage_fscloud_eu_pag]"
virtmanagelon0501.softlayer.local,"role[compute_base], role[virtmanage_fscloud_pag]"
virtmanagelon0601.softlayer.local,"role[compute_base], role[virtmanage_fscloud_pag]"
virtmanageosa2101.softlayer.local,"role[compute_base], role[virtmanage_fscloud_pag]"
virtmanageosa2201.softlayer.local,"role[compute_base], role[virtmanage_fscloud_pag]"
virtmanagepar0102.softlayer.local,"role[virtmanage_fscloud_szr_pag]"
virtmanagepar0401.softlayer.local,"role[virtmanage_fscloud_bnpp_pag]"
virtmanagepar0601.softlayer.local,"role[virtmanage_fscloud_bnpp_pag]"
virtmanagesao0101.softlayer.local,"role[compute_base], role[virtmanage_fscloud_pag]"
virtmanagesao0501.softlayer.local,"role[compute_base], role[virtmanage_fscloud_pag]"
virtmanagesyd0401.softlayer.local,"role[compute_base], role[virtmanage_fscloud_pag]"
virtmanagesyd0501.softlayer.local,"role[compute_base], role[virtmanage_fscloud_pag]"
virtmanagetok0201.softlayer.local,"role[compute_base], role[virtmanage_fscloud_pag]"
virtmanagetok0401.softlayer.local,"role[compute_base], role[virtmanage_fscloud_pag]"
virtmanagetor0401.softlayer.local,"role[compute_base], role[virtmanage_fscloud_pag]"
virtmanagetor0501.softlayer.local,"role[is_base], role[virtmanage_fscloud_pag]"
virtmanagewdc0601.softlayer.local,"role[virtmanage_fscloud_pag]"
virtmanagewdc0701.softlayer.local,"role[compute_base], role[virtmanage_fscloud_pag]"
vpollinzi-test.softlayer.local,"role[fabric_base]"
vrrsjc0201.softlayer.local,"role[is_vrr]"
vrrsjc0202.softlayer.local,"role[is_vrr]"
vsftpdal1201.softlayer.local,"role[is_vsftpd]"
vsftpdal1202.softlayer.local,"role[is_vsftpd]"
vsftpwdc0601.softlayer.local,"role[is_vsftpd]"
vsftpwdc0602.softlayer.local,"role[is_vsftpd]"
xen2ocptestche0101.softlayer.local,"role[fabric_base]"
xenserver-syslogams0302.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogche0102.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogdal0902.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogdal1001.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogdal1201.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogdal1301.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogdal1401.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogfra0202.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogfra0402.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogfra0502.softlayer.local,"role[xenserver-syslog2]"
xenserver-sysloglon0202.softlayer.local,"role[xenserver-syslog2]"
xenserver-sysloglon0401.softlayer.local,"role[xenserver-syslog2]"
xenserver-sysloglon0502.softlayer.local,"role[xenserver-syslog2]"
xenserver-sysloglon0601.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogmad0201.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogmad0401.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogmad0501.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogmon0102.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogosa2101.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogosa2201.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogosa2301.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogpar0102.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogpar0401.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogpar0501.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogpar0601.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogsao0102.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogsao0401.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogsao0501.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogsjc0302.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogsjc0401.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogsng0102.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogsyd0102.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogsyd0401.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogsyd0502.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogtok0202.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogtok0402.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogtok0502.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogtor0102.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogtor0401.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogtor0501.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogwdc0402.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogwdc0601.softlayer.local,"role[xenserver-syslog2]"
xenserver-syslogwdc0701.softlayer.local,"role[xenserver-syslog2]"
xraydal1201.softlayer.local,"role[fabric_artifactory_xray_dal12]"
xsightsdal1301.softlayer.local,"role[xsights]"
xsightswdc0701.softlayer.local,"role[xsights]"
zabdbdal0903.staging.softlayer.local,"role[zabbix_server]"
zabdbdal0903.testing.softlayer.local,"role[zabbix_server]"
zabdbdal0904.staging.softlayer.local,""
zabdbdal0904.testing.softlayer.local,"role[zabbix_server]"
zabdbdal1303.softlayer.local,"role[compute_base]"
zabdbdal1304.softlayer.local,"role[compute_base]"
zabdbfra0503.softlayer.local,"role[compute_base]"
zabdbfra0504.softlayer.local,"role[compute_base]"
zabdblon0503.softlayer.local,"role[compute_base]"
zabdblon0504.softlayer.local,"role[compute_base]"
zabdbpar0603.softlayer.local,"role[compute_base]"
zabdbpar0604.softlayer.local,"role[compute_base]"
zabdbsao0503.softlayer.local,"role[compute_base]"
zabdbsao0504.softlayer.local,"role[compute_base]"
zabdbsyd0503.softlayer.local,"role[compute_base]"
zabdbsyd0504.softlayer.local,"role[compute_base]"
zabdbtok0503.softlayer.local,"role[compute_base]"
zabdbtok0504.softlayer.local,"role[compute_base]"
zabdbwdc0703.softlayer.local,"role[compute_base]"
zabdbwdc0704.softlayer.local,"role[compute_base]"
zabgfadal1001.softlayer.local,"role[compute_base]"
zabgfadal1002,""
zabhapdal0903.staging.softlayer.local,"role[zabbix_server]"
zabhapdal0903.testing.softlayer.local,"role[zabbix_server]"
zabhapdal0904.staging.softlayer.local,"role[zabbix_server]"
zabhapdal0904.testing.softlayer.local,"role[zabbix_server]"
zabhapdal1303.softlayer.local,"role[compute_base]"
zabhapdal1304.softlayer.local,"role[compute_base]"
zabhapfra0503.softlayer.local,"role[compute_base]"
zabhapfra0504.softlayer.local,"role[compute_base]"
zabhaplon0503.softlayer.local,"role[zabbix_server]"
zabhaplon0504.softlayer.local,"role[compute_base]"
zabhappar0603.softlayer.local,"role[compute_base]"
zabhappar0604.softlayer.local,"role[compute_base]"
zabhapsao0503.softlayer.local,"role[compute_base]"
zabhapsao0504.softlayer.local,"role[compute_base]"
zabhapsyd0503.softlayer.local,"role[compute_base]"
zabhapsyd0504.softlayer.local,"role[compute_base]"
zabhaptok0503.softlayer.local,"role[compute_base]"
zabhaptok0504.softlayer.local,"role[compute_base]"
zabhapwdc0703.softlayer.local,"role[compute_base]"
zabhapwdc0704.softlayer.local,"role[compute_base]"
zabrsdal0903.staging.softlayer.local,"role[zabbix_server]"
zabrsdal0903.testing.softlayer.local,"role[zabbix_server]"
zabrsdal0904.staging.softlayer.local,"role[zabbix_server]"
zabrsdal0904.testing.softlayer.local,"role[zabbix_server]"
zabrsdal1303.softlayer.local,"role[compute_base]"
zabrsdal1304.softlayer.local,"role[compute_base]"
zabrsfra0503.softlayer.local,"role[compute_base]"
zabrsfra0504.softlayer.local,"role[compute_base]"
zabrslon0503.softlayer.local,"role[compute_base]"
zabrslon0504.softlayer.local,"role[compute_base]"
zabrspar0603.softlayer.local,"role[compute_base]"
zabrspar0604.softlayer.local,"role[compute_base]"
zabrssao0503.softlayer.local,"role[compute_base]"
zabrssao0504.softlayer.local,"role[compute_base]"
zabrssyd0503.softlayer.local,"role[compute_base]"
zabrssyd0504.softlayer.local,"role[compute_base]"
zabrstok0503.softlayer.local,"role[compute_base]"
zabrstok0504.softlayer.local,"role[compute_base]"
