Hostname,RunList
rkeranchermad0201a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchermad0201b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchermad0201c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchermad0401a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchermad0401b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchermad0401c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchermad0501a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchermad0501b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchermad0501c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchermon0101a.softlayer.local,"role[fabric_containers_rancher_prod]"
rkeranchermon0101b.softlayer.local,"role[fabric_containers_rancher_prod]"
rkeranchermon0101c.softlayer.local,"role[fabric_containers_rancher_prod]"
rkerancherosa2101a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkerancherosa2101b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkerancherosa2101c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkerancherosa2201a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkerancherosa2201b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkerancherosa2201c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkerancherosa2301a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkerancherosa2301b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkerancherosa2301c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkerancherpar0101a.softlayer.local,"role[fabric_containers_rancher_prod]"
rkerancherpar0101b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s], recipe[selinux]"
rkerancherpar0101c.softlayer.local,"role[fabric_containers_rancher_prod]"
rkerancherpar0401a.softlayer.local,"role[fabric_containers_rancher_prod_bnpp]"
rkerancherpar0401b.softlayer.local,"role[fabric_containers_rancher_prod_bnpp]"
rkerancherpar0401c.softlayer.local,"role[fabric_containers_rancher_prod_bnpp]"
rkerancherpar0501a.softlayer.local,"role[fabric_containers_rancher_prod_bnpp]"
rkerancherpar0501b.softlayer.local,"role[fabric_containers_rancher_prod_bnpp]"
rkerancherpar0501c.softlayer.local,"role[fabric_containers_rancher_prod_bnpp]"
rkerancherpar0601a.softlayer.local,"role[fabric_containers_rancher_prod_bnpp]"
rkerancherpar0601b.softlayer.local,"role[fabric_containers_rancher_prod_bnpp]"
rkerancherpar0601c.softlayer.local,"role[fabric_containers_rancher_prod_bnpp]"
rkeranchersao0101a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchersao0101b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchersao0101c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchersao0401a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchersao0401b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchersao0401c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchersao0501a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchersao0501b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchersao0501c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchersjc0301a.softlayer.local,"role[fabric_containers_rancher_prod]"
rkeranchersjc0301b.softlayer.local,"role[fabric_containers_rancher_prod]"
rkeranchersjc0301c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s], recipe[selinux]"
rkeranchersjc0401a.softlayer.local,"role[fabric_containers_rancher_prod]"
rkeranchersjc0401b.softlayer.local,"role[fabric_containers_rancher_prod]"
rkeranchersjc0401c.softlayer.local,"role[fabric_containers_rancher_prod]"
rkeranchersng0101a.softlayer.local,"role[fabric_containers_rancher_prod]"
rkeranchersng0101b.softlayer.local,"role[fabric_containers_rancher_prod]"
rkeranchersng0101c.softlayer.local,"role[fabric_containers_rancher_prod]"
rkeranchersyd0101a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchersyd0101b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchersyd0101c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchersyd0401a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchersyd0401b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchersyd0401c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchersyd0501a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchersyd0501b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchersyd0501c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchertok0201a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchertok0201b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchertok0201c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchertok0401a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchertok0401b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchertok0401c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchertok0501a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchertok0501b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchertok0501c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchertor0101a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchertor0101b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchertor0101c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchertor0401a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchertor0401b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchertor0401c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchertor0501a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchertor0501b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeranchertor0501c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkerancherwdc0401a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkerancherwdc0401b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkerancherwdc0401c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkerancherwdc0601a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkerancherwdc0601b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkerancherwdc0601c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkerancherwdc0701a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkerancherwdc0701b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkerancherwdc0701c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeshellams0301.softlayer.local,"role[rkeshell_eu_pag]"
rkeshellche0101.softlayer.local,"role[rkeshell_pag]"
rkeshelldal0901.softlayer.local,"role[rkeshell_pag]"
rkeshelldal1001.softlayer.local,"role[rkeshell_pag]"
rkeshelldal1201.softlayer.local,"role[rkeshell_pag]"
rkeshelldal1301.softlayer.local,"role[rkeshell_pag]"
rkeshelldal1401.softlayer.local,"role[rkeshell_pag]"
rkeshellfra0201.softlayer.local,"role[rkeshell_eu_pag]"
rkeshellfra0401.softlayer.local,"role[rkeshell_eu_pag]"
rkeshellfra0501.softlayer.local,"role[rkeshell_eu_pag]"
rkeshelllon0201.softlayer.local,"role[rkeshell_pag]"
rkeshelllon0401.softlayer.local,"role[rkeshell_pag]"
rkeshelllon0501.softlayer.local,"role[rkeshell_pag]"
rkeshelllon0601.softlayer.local,"role[rkeshell_pag]"
rkeshellmad0201.softlayer.local,"role[rkeshell_eu_pag]"
rkeshellmad0401.softlayer.local,"role[rkeshell_eu_pag]"
rkeshellmad0501.softlayer.local,"role[rkeshell_eu_pag]"
rkeshellmon0101.softlayer.local,"role[rkeshell_pag]"
rkeshellosa2101.softlayer.local,"role[rkeshell_pag]"
rkeshellosa2201.softlayer.local,"role[rkeshell_pag]"
rkeshellosa2301.softlayer.local,"role[rkeshell_pag]"
rkeshellpar0101.softlayer.local,"role[rkeshell_eu_pag]"
rkeshellpar0401.softlayer.local,"role[rkeshell_bnpp_pag]"
rkeshellpar0501.softlayer.local,"role[rkeshell_bnpp_pag]"
rkeshellpar0601.softlayer.local,"role[rkeshell_bnpp_pag]"
rkeshellpocmad0501.softlayer.local,"role[fabric_base]"
rkeshellsao0101.softlayer.local,"role[rkeshell_pag]"
rkeshellsao0401.softlayer.local,"role[rkeshell_pag]"
rkeshellsao0501.softlayer.local,"role[rkeshell_pag]"
rkeshellsjc0301.softlayer.local,"role[rkeshell_pag]"
rkeshellsjc0401.softlayer.local,"role[rkeshell_pag]"
rkeshellsng0101.softlayer.local,"role[rkeshell_pag]"
rkeshellsyd0101.softlayer.local,"role[rkeshell_pag]"
rkeshellsyd0401.softlayer.local,"role[rkeshell_pag]"
rkeshellsyd0501.softlayer.local,"role[rkeshell_pag]"
rkeshelltok0201.softlayer.local,"role[rkeshell_pag]"
rkeshelltok0401.softlayer.local,"role[rkeshell_pag]"
rkeshelltok0501.softlayer.local,"role[rkeshell_pag]"
rkeshelltor0101.softlayer.local,"role[rkeshell_pag]"
rkeshelltor0401.softlayer.local,"role[rkeshell_pag]"
rkeshelltor0501.softlayer.local,"role[rkeshell_pag]"
rkeshellwdc0401.softlayer.local,"role[rkeshell_pag]"
rkeshellwdc0601.softlayer.local,"role[rkeshell_pag]"
rkeshellwdc0701.softlayer.local,"role[rkeshell_pag]"
rketektonams0301a.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonams0301b.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonams0301c.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonche0101a.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonche0101b.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonche0101c.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektondal0901a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektondal0901b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektondal0901c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektondal1001a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektondal1001b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektondal1001c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektondal1201a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektondal1201b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektondal1201c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektondal1301a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektondal1301b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektondal1301c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektondal1401a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektondal1401b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektondal1401c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonfra0201a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonfra0201b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonfra0201c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonfra0401a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonfra0401b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonfra0401c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonfra0501a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonfra0501b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonfra0501c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonlon0201a.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonlon0201b.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonlon0201c.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonlon0401a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonlon0401b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonlon0401c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonlon0501a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonlon0501b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonlon0501c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonlon0601a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonlon0601b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonlon0601c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonmad0201a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonmad0201b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonmad0201c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonmad0401a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonmad0401b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonmad0401c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonmad0501a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonmad0501b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonmad0501c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonmon0101a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonmon0101b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonmon0101c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonosa2101a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonosa2101b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonosa2101c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonosa2201a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonosa2201b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonosa2201c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonosa2301a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonosa2301b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonosa2301c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonpar0101a.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonpar0101b.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonpar0101c.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonpar0401a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonpar0401b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonpar0401c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonpar0501a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonpar0501b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonpar0501c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonpar0601a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonpar0601b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonpar0601c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonsao0101a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonsao0101b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonsao0101c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonsao0401a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonsao0401b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonsao0401c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonsao0501a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonsao0501b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonsao0501c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonsjc0301a.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonsjc0301b.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonsjc0301c.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonsjc0401a.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonsjc0401b.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonsjc0401c.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonsng0101a.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonsng0101b.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonsng0101c.softlayer.local,"role[fabric_containers_tekton_prod], recipe[selinux]"
rketektonsyd0101a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonsyd0101b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonsyd0101c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonsyd0401a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonsyd0401b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonsyd0401c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonsyd0501a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonsyd0501b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonsyd0501c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektontok0201a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektontok0201b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektontok0201c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektontok0401a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektontok0401b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektontok0401c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektontok0501a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektontok0501b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektontok0501c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektontor0101a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektontor0101b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektontor0101c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektontor0401a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektontor0401b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektontor0401c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektontor0501a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektontor0501b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektontor0501c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonwdc0401a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonwdc0401b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonwdc0401c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonwdc0601a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonwdc0601b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonwdc0601c.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonwdc0701a.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonwdc0701b.softlayer.local,"role[fabric_containers_tekton_prod]"
rketektonwdc0701c.softlayer.local,"role[fabric_containers_tekton_prod]"
rkeworkerams0301a.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerams0301b.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerams0301c.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerche0101a.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerche0101b.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerche0101c.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerche0101d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerche0101e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerche0101f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerche0101g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerche0101h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerche0101i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerche0101j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerche0101k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerdal0901a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerdal0901b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerdal0901c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerdal0901d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerdal0901e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerdal0901f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerdal0901g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerdal0901h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerdal0901i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerdal0901j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerdal0901k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerdal1001a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerdal1001b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerdal1001c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerdal1201a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerdal1201b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerdal1201c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerdal1301a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerdal1301b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerdal1301c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerdal1401a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerdal1401b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerdal1401c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerdal1401d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerdal1401e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerdal1401f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerdal1401g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerdal1401h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerdal1401i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerdal1401j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerdal1401k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerfra0201a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerfra0201b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerfra0201c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerfra0401a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerfra0401b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerfra0401c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerfra0501a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerfra0501b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerfra0501c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerfra0501d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerfra0501e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerfra0501f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerfra0501g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerfra0501h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerfra0501i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerfra0501j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerfra0501k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0201a.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0201b.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0201c.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0201d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0201e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0201f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0201g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0201h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0201i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0201j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0201k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0401a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerlon0401b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerlon0401c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerlon0401d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0401e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0401f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0401g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0401h.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0401i.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0401j.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0401k.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0501a.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerlon0501b.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerlon0501c.softlayer.local,"role[fabric_containers_prod_base], role[fabric_containers_k8s]"
rkeworkerlon0501d.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0501e.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0501f.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0501g.softlayer.local,"role[fabric_containers_worker_prod]"
rkeworkerlon0501h.softlayer.local,"role[fabric_containers_worker_prod]"
